gene_id,gene_name,gene_biotype,gene_description,tf_family,ensembl_gene_stable_id,ensembl_gene_name,refseq_mrna_id,annotation_source,annotation_release,mapping_status
Solyc05g005960,Solyc05g005960.3,protein_coding,Protein NRT1/ PTR FAMILY 1.2 (AHRD V3.3 *** A0A1J3DU78_NOCCA) && sp|Q9M817|PTR6_ARATH Protein NRT1/ PTR FAMILY 1.2 OS=Arabidopsis thaliana OX=3702 GN=NPF1.2 PE=1 SV=1 && PF00854:POT family,-,gene-Solyc05g005960.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc01g100930,Solyc01g100930.3,protein_coding,GDSL esterase/lipase (AHRD V3.3 *** A0A1U8GQF3_CAPAN) && sp|O80522|GDL2_ARATH GDSL esterase/lipase At1g09390 OS=Arabidopsis thaliana OX=3702 GN=At1g09390 PE=2 SV=1 && PF00657:GDSL-like Lipase/Acylhydrolase,Lipase_GDSL,gene-Solyc01g100930.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc06g050840,Solyc06g050840.4,protein_coding,Transcription factor SCREAM2 (AHRD V3.11 *** tr_A0A2I0WJV6_A0A2I0WJV6_9ASPA) && sp|Q9LPW3|SCRM2_ARATH Transcription factor SCREAM2 OS=Arabidopsis thaliana OX=3702 GN=SCRM2 PE=1 SV=1 && -,-,gene-Solyc06g050840.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc09g092130,Solyc09g092130.3,protein_coding,Sucrose phosphate synthase (AHRD V3.3 *** A0A0B5L7E2_LILDA) && sp|O04933|SPSA2_CRAPL Probable sucrose-phosphate synthase 2 OS=Craterostigma plantagineum OX=4153 GN=SPS2 PE=2 SV=1 && PF00862:Sucrose synthase|PF05116:Sucrose-6F-phosphate phosphohydrolase|PF00534:Glycosyl transferases group 1,Glycos_transf_1,gene-Solyc09g092130.3,,NM_001279221,Ensembl Plants BioMart,63,one_to_one
Solyc05g006740,Solyc05g006740.5,protein_coding,"Glutathione S-transferase (AHRD V3.11 *** tr_A0A200QY01_A0A200QY01_9MAGN) && sp|Q9FUS8|GSTUH_ARATH Glutathione S-transferase U17 OS=Arabidopsis thaliana OX=3702 GN=GSTU17 PE=2 SV=1 && PF00043:Glutathione S-transferase, C-terminal domain|PF02798:Glutathione S-transferase, N-terminal domain",GST_N,gene-Solyc05g006740.4,,,Ensembl Plants BioMart,63,one_to_one
Solyc04g071800,Solyc04g071800.3,protein_coding,Cytochrome P450 (AHRD V3.3 *-* A0A200Q069_9MAGN) && sp|A0A1D6F9Y9|C92C6_MAIZE Trimethyltridecatetraene synthase OS=Zea mays OX=4577 GN=CYP92C6 PE=1 SV=1 && PF00067:Cytochrome P450,p450,gene-Solyc04g071800.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc09g083390,Solyc09g083390.3,protein_coding,zinc knuckle (CCHC-type) family protein (AHRD V3.3 *-* AT5G43630.4) && - && PF03126:Plus-3 domain,-,gene-Solyc09g083390.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc02g090960,Solyc02g090960.1,protein_coding,Protein RALF-like 34 (AHRD V3.3 *** A0A2G2XHD5_CAPBA) && sp|Q9FHA6|RLF34_ARATH Protein RALF-like 34 OS=Arabidopsis thaliana OX=3702 GN=RALFL34 PE=2 SV=1 && PF05498:Rapid ALkalinization Factor (RALF),-,gene-Solyc02g090960.1,,,Ensembl Plants BioMart,63,one_to_one
Solyc01g008680,,,,,gene-Solyc01g008680.4,,,Ensembl Plants BioMart,63,one_to_one
Solyc12g099430,Solyc12g099430.2,protein_coding,Alpha/beta-Hydrolases superfamily protein (AHRD V3.3 *** A0A2U1MWY4_ARTAN) && sp|I6YGS0|EPHA_MYCTU Epoxide hydrolase A OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=ephA PE=1 SV=1 && PF12697:Alpha/beta hydrolase family,-,gene-Solyc12g099430.2,,,Ensembl Plants BioMart,63,one_to_one
Solyc11g008630,Solyc11g008630.3,protein_coding,HXXXD-type acyl-transferase family protein (AHRD V3.3 *** A0A2U1LG13_ARTAN) && sp|A0A2R6Q326|AT16_ACTCC Alcohol acyltransferase 16 OS=Actinidia chinensis var. chinensis OX=1590841 GN=AT16 PE=1 SV=2 && PF02458:Transferase family,-,gene-Solyc11g008630.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc12g015850,Solyc12g015850.1,protein_coding,Nucleotide/sugar transporter family protein (AHRD V3.3 *** A0A2K3L035_TRIPR) && sp|Q9FG70|NSTU2_ARATH Nucleotide-sugar uncharacterized transporter 2 OS=Arabidopsis thaliana OX=3702 GN=At5g55950 PE=2 SV=1 && PF03151:Triose-phosphate Transporter family,-,gene-Solyc12g015850.1,,,Ensembl Plants BioMart,63,one_to_one
Solyc08g061560,Solyc08g061560.3,protein_coding,Receptor protein kinase (AHRD V3.3 *** A0A0U5BM22_RORAQ) && sp|Q42371|ERECT_ARATH LRR receptor-like serine/threonine-protein kinase ERECTA OS=Arabidopsis thaliana OX=3702 GN=ERECTA PE=1 SV=1 && PF00069:Protein kinase domain|PF08263:Leucine rich repeat N-terminal domain|PF13855:Leucine rich repeat,Pkinase,gene-Solyc08g061560.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc07g049290,Solyc07g049290.3,protein_coding,Protein NRT1/ PTR FAMILY 6.4 (AHRD V3.3 *** A0A2G2Z2Y2_CAPAN) && sp|Q9LVE0|PTR33_ARATH Protein NRT1/ PTR FAMILY 6.4 OS=Arabidopsis thaliana OX=3702 GN=NPF6.4 PE=1 SV=1 && PF00854:POT family,-,gene-Solyc07g049290.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc07g005390,Solyc07g005390.3,protein_coding,Aldehyde dehydrogenase 11A3 (AHRD V3.3 *** A0A2H1ZE23_ARATH) && sp|P93338|GAPN_NICPL NADP-dependent glyceraldehyde-3-phosphate dehydrogenase OS=Nicotiana plumbaginifolia OX=4092 GN=GAPN PE=2 SV=1 && PF00171:Aldehyde dehydrogenase family,Aldedh,gene-Solyc07g005390.3,ALDH11A3a,,Ensembl Plants BioMart,63,one_to_one
Solyc02g078620,Solyc02g078620.1,protein_coding,"Dof zinc finger protein DOF5.3 (AHRD V3.3 *** A0A2G3D6D4_CAPCH) && sp|Q84TE9|DOF53_ARATH Dof zinc finger protein DOF5.3 OS=Arabidopsis thaliana OX=3702 GN=DOF5.3 PE=2 SV=1 && PF02701:Dof domain, zinc finger",zf-Dof,gene-Solyc02g078620.1,,,Ensembl Plants BioMart,63,one_to_one
Solyc02g055440,Solyc02g055440.4,protein_coding,"E3 ubiquitin-protein ligase%2C putative (DUF177) (AHRD V3.3 *** AT3G19800.2) && sp|Q9C5M1|YCED2_ARATH Large ribosomal RNA subunit accumulation protein YCED homolog 2, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=At3g19800 PE=2 SV=1 && PF02620:Large ribosomal RNA subunit accumulation protein YceD",-,gene-Solyc02g055440.4,,,Ensembl Plants BioMart,63,one_to_one
Solyc02g090930,Solyc02g090930.3,protein_coding,Lipase (AHRD V3.3 *** A0A200QYW4_9MAGN) && sp|F4JFU8|OBL1_ARATH Triacylglycerol lipase OBL1 OS=Arabidopsis thaliana OX=3702 GN=OBL1 PE=1 SV=1 && PF01764:Lipase (class 3),Lipase_3,gene-Solyc02g090930.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc02g087840,Solyc02g087840.3,protein_coding,Leucine zipper && sp|Q8LC03|ATB13_ARATH Homeobox-leucine zipper protein ATHB-13 OS=Arabidopsis thaliana OX=3702 GN=ATHB-13 PE=2 SV=2 && PF00046:Homeodomain|PF02183:Homeobox associated leucine zipper,Homeobox,gene-Solyc02g087840.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc03g093360,Solyc03g093360.3,protein_coding,"PLAT/LH2 domain (AHRD V3.3 *** A0A200QDT2_9MAGN) && sp|O65660|PLAT1_ARATH PLAT domain-containing protein 1 OS=Arabidopsis thaliana OX=3702 GN=PLAT1 PE=1 SV=1 && PF06232:Embryo-specific protein 3, (ATS3)",-,gene-Solyc03g093360.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc11g018500,Solyc11g018500.3,protein_coding,Beta-galactosidase (AHRD V3.3 *** A0A2G2ZPF3_CAPAN) && sp|Q8GX69|BGA16_ARATH Beta-galactosidase 16 OS=Arabidopsis thaliana OX=3702 GN=BGAL16 PE=2 SV=2 && PF01301:Glycosyl hydrolases family 35|PF17834:Beta-sandwich domain in beta galactosidase,-,gene-Solyc11g018500.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc08g013670,Solyc08g013670.3,protein_coding,"Photosystem I reaction center subunit N && sp|P49107|PSAN_ARATH Photosystem I reaction center subunit N, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=PSAN PE=1 SV=2 && PF05479:Photosystem I reaction centre subunit N (PSAN or PSI-N)",-,gene-Solyc08g013670.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc11g010200,Solyc11g010200.3,protein_coding,14-3-3 family protein AF079104 && sp|P93784|14335_SOLTU 14-3-3-like protein 16R OS=Solanum tuberosum OX=4113 PE=2 SV=1 && PF00244:14-3-3 protein,-,gene-Solyc11g010200.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc10g079410,Solyc10g079410.2,protein_coding,triacylglycerol lipase SDP1-like (AHRD V3.3 *** A0A2I4ECT5_9ROSI) && sp|Q9LZA6|SDP1_ARATH Triacylglycerol lipase SDP1 OS=Arabidopsis thaliana OX=3702 GN=SDP1 PE=1 SV=1 && PF01734:Patatin-like phospholipase|PF11815:Domain of unknown function (DUF3336),-,gene-Solyc10g079410.2,,,Ensembl Plants BioMart,63,one_to_one
Solyc07g066150,Solyc07g066150.1,protein_coding,"Photosystem I reaction center subunit V && sp|Q9S7N7|PSAG_ARATH Photosystem I reaction center subunit V, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=PSAG PE=1 SV=1 && PF01241:Photosystem I psaG / psaK",-,gene-Solyc07g066150.1,,,Ensembl Plants BioMart,63,one_to_one
Solyc06g084050,Solyc06g084050.4,protein_coding,"Photosystem II reaction center W protein && sp|Q39194|PSBW_ARATH Photosystem II reaction center W protein, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=PSBW PE=1 SV=2 && PF07123:Photosystem II reaction centre W protein (PsbW)",-,gene-Solyc06g084050.4,,,Ensembl Plants BioMart,63,one_to_one
Solyc12g011410,Solyc12g011410.1,protein_coding,Unknown protein && - && -,-,gene-Solyc12g011410.1,,,Ensembl Plants BioMart,63,one_to_one
Solyc06g082460,Solyc06g082460.1,protein_coding,"ovate family protein 14 && sp|Q9LVL4|OFP3_ARATH Transcription repressor OFP3 OS=Arabidopsis thaliana OX=3702 GN=OFP3 PE=1 SV=1 && PF13724:DNA-binding domain|PF04844:Transcriptional repressor, ovate",-,gene-Solyc06g082460.1,OFP14,NM_001366820,Ensembl Plants BioMart,63,one_to_one
Solyc06g065670,Solyc06g065670.4,protein_coding,Pleiotropic drug resistance protein 4 (AHRD V3.3 *** A0A2G2WKR5_CAPBA) && sp|O81016|AB32G_ARATH ABC transporter G family member 32 OS=Arabidopsis thaliana OX=3702 GN=ABCG32 PE=1 SV=1 && PF08370:Plant PDR ABC transporter associated|PF01061:ABC-2 type transporter|PF14510:ABC-transporter N-terminal|PF00005:ABC transporter,ABC2_membrane,gene-Solyc06g065670.4,,,Ensembl Plants BioMart,63,one_to_one
Solyc08g081940,Solyc08g081940.3,protein_coding,Leucine-rich repeat protein kinase family protein (AHRD V3.3 *** A0A2U1NUU3_ARTAN) && sp|Q9SUQ3|Y4374_ARATH Probable inactive receptor kinase At4g23740 OS=Arabidopsis thaliana OX=3702 GN=At4g23740 PE=1 SV=1 && PF08263:Leucine rich repeat N-terminal domain|PF13855:Leucine rich repeat|PF00069:Protein kinase domain,Pkinase,gene-Solyc08g081940.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc08g078870,Solyc08g078870.3,protein_coding,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein (AHRD V3.3 *** A0A2U1PU47_ARTAN) && sp|P14009|14KD_DAUCA 14 kDa proline-rich protein DC2.15 OS=Daucus carota OX=4039 PE=2 SV=1 && PF14547:Hydrophobic seed protein,-,gene-Solyc08g078870.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc07g051820,Solyc07g051820.3,protein_coding,Cellulose synthase (AHRD V3.3 *** A0A200PYU7_9MAGN) && sp|Q339N5|CSLH1_ORYSJ Cellulose synthase-like protein H1 OS=Oryza sativa subsp. japonica OX=39947 GN=CSLH1 PE=2 SV=2 && PF03552:Cellulose synthase,-,gene-Solyc07g051820.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc01g105050,Solyc01g105050.3,protein_coding,"Chlorophyll a-b binding protein && sp|P27525|CB4B_SOLLC Chlorophyll a-b binding protein CP24 10B, chloroplastic OS=Solanum lycopersicum OX=4081 GN=CAP10B PE=3 SV=1 && PF00504:Chlorophyll A-B binding protein",-,gene-Solyc01g105050.3,LHCP,NM_001309362,Ensembl Plants BioMart,63,one_to_one
Solyc05g005920,Solyc05g005920.4,protein_coding,protein NRT1/ PTR FAMILY 1.2-like (AHRD V3.3 *** A0A2I4HMB7_9ROSI) && sp|Q9M817|PTR6_ARATH Protein NRT1/ PTR FAMILY 1.2 OS=Arabidopsis thaliana OX=3702 GN=NPF1.2 PE=1 SV=1 && PF00854:POT family,-,gene-Solyc05g005920.4,,,Ensembl Plants BioMart,63,one_to_one
Solyc01g066740,Solyc01g066740.3,protein_coding,Transducin/WD40 repeat-like superfamily protein (AHRD V3.3 *-* A0A2U1LEC3_ARTAN) && sp|C6L7U1|LIN1_LOTJA Putative E3 ubiquitin-protein ligase LIN-1 OS=Lotus japonicus OX=34305 GN=CERBERUS PE=2 SV=2 && -,-,gene-Solyc01g066740.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc10g050110,Solyc10g050110.1,protein_coding,Leucine-rich repeat family protein (AHRD V3.3 *** G3CHK6_PONTR) && sp|Q8W3M4|Y4744_ARATH Uncharacterized protein At4g06744 OS=Arabidopsis thaliana OX=3702 GN=At4g06744 PE=2 SV=1 && -,-,gene-Solyc10g050110.1,,,Ensembl Plants BioMart,63,one_to_one
Solyc05g051010,Solyc05g051010.4,protein_coding,Dihydroflavonol-4-reductase (AHRD V3.3 *** A0A2K3N028_TRIPR) && sp|Q40316|VESTR_MEDSA Vestitone reductase OS=Medicago sativa OX=3879 PE=1 SV=1 && PF01370:NAD dependent epimerase/dehydratase family,Epimerase,gene-Solyc05g051010.4,,,Ensembl Plants BioMart,63,one_to_one
Solyc10g044510,Solyc10g044510.2,protein_coding,MLO-like protein (AHRD V3.3 *** K4CZH6_SOLLC) && sp|O23693|MLO4_ARATH MLO-like protein 4 OS=Arabidopsis thaliana OX=3702 GN=MLO4 PE=2 SV=2 && PF03094:Mlo family,-,gene-Solyc10g044510.2,MLO,,Ensembl Plants BioMart,63,one_to_one
Solyc07g007350,Solyc07g007350.1,protein_coding,Sterile alpha motif (SAM) domain protein (AHRD V3.3 *** Q1G3Q5_ARATH) && - && -,-,gene-Solyc07g007350.1,,,Ensembl Plants BioMart,63,one_to_one
Solyc02g087870,Solyc02g087870.3,protein_coding,ABC transporter (AHRD V3.3 *** A0A200QEZ6_9MAGN) && sp|Q9LJX0|AB19B_ARATH ABC transporter B family member 19 OS=Arabidopsis thaliana OX=3702 GN=ABCB19 PE=1 SV=1 && PF00664:ABC transporter transmembrane region|PF00005:ABC transporter,ABC_membrane,gene-Solyc02g087870.3,MDR1,NM_001247280,Ensembl Plants BioMart,63,one_to_one
Solyc10g005210,Solyc10g005210.4,protein_coding,DNA-3-methyladenine glycosylase I (AHRD V3.3 *** B6TPB7_MAIZE) && sp|Q7VG78|GUAA_HELHP Probable GMP synthase [glutamine-hydrolyzing] OS=Helicobacter hepaticus (strain ATCC 51449 / 3B1) OX=235279 GN=guaA PE=3 SV=1 && PF03352:Methyladenine glycosylase,-,gene-Solyc10g005210.4,,,Ensembl Plants BioMart,63,one_to_one
Solyc02g069670,Solyc02g069670.4,protein_coding,"alpha-glucosidase (AHRD V3.3 *** A0A2I4FA71_9ROSI) && sp|O04893|AGLU_SPIOL Alpha-glucosidase OS=Spinacia oleracea OX=3562 PE=1 SV=1 && PF16863:N-terminal barrel of NtMGAM and CtMGAM, maltase-glucoamylase|PF01055:Glycosyl hydrolases family 31|PF13802:Galactose mutarotase-like",Glyco_hydro_31,gene-Solyc02g069670.4,,,Ensembl Plants BioMart,63,one_to_one
Solyc09g092430,Solyc09g092430.3,protein_coding,Selenium-binding protein (AHRD V3.3 *** A0A200Q5C9_9MAGN) && sp|O23264|SEBP1_ARATH Selenium-binding protein 1 OS=Arabidopsis thaliana OX=3702 GN=SBP1 PE=1 SV=1 && PF05694:56kDa selenium binding protein (SBP56),-,gene-Solyc09g092430.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc03g033730,,,,,,,,Ensembl Plants BioMart,63,not_mapped_in_export
Solyc12g088700,Solyc12g088700.1,protein_coding,Glycosyltransferase (AHRD V3.3 *** A0A2U1PZD4_ARTAN) && sp|Q5H861|GT4A_SOLAA Nuatigenin 3-beta-glucosyltransferase OS=Solanum aculeatissimum OX=267265 GN=GT4A PE=1 SV=1 && PF00201:UDP-glucoronosyl and UDP-glucosyl transferase,UDPGT,gene-Solyc12g088700.1,,,Ensembl Plants BioMart,63,one_to_one
Solyc03g122130,Solyc03g122130.3,protein_coding,Peroxisomal (S)-2-hydroxy-acid oxidase GLO4 (AHRD V3.3 *** A0A2G3D0F6_CAPCH) && sp|Q9LJH5|GLO4_ARATH Peroxisomal (S)-2-hydroxy-acid oxidase GLO4 OS=Arabidopsis thaliana OX=3702 GN=GLO4 PE=2 SV=1 && PF01070:FMN-dependent dehydrogenase,FMN_dh,gene-Solyc03g122130.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc04g072850,Solyc04g072850.5,protein_coding,Beta-D-xylosidase (AHRD V3.11 *** tr_H1AC33_H1AC33_SOLLC) && sp|Q9SGZ5|BXL7_ARATH Probable beta-D-xylosidase 7 OS=Arabidopsis thaliana OX=3702 GN=BXL7 PE=2 SV=2 && PF14310:Fibronectin type III-like domain|PF01915:Glycosyl hydrolase family 3 C-terminal domain|PF00933:Glycosyl hydrolase family 3 N terminal domain,Glyco_hydro_3_C,gene-Solyc04g072850.4,Arf/Xyl4,NM_001279185,Ensembl Plants BioMart,63,one_to_one
Solyc05g056170,Solyc05g056170.3,protein_coding,Phenylalanine ammonia-lyase (AHRD V3.3 *** A0A2G2WVC6_CAPBA) && sp|Q50EX7|PAL1_PETHY Phenylalanine ammonia-lyase 1 OS=Petunia hybrida OX=4102 GN=PAL1 PE=1 SV=1 && PF00221:Aromatic amino acid lyase,-,gene-Solyc05g056170.3,PAL2,NM_001320601,Ensembl Plants BioMart,63,one_to_one
Solyc04g070970,Solyc04g070970.4,protein_coding,ABC transporter G family member 27 (AHRD V3.3 *** A0A2G3CMS7_CAPCH) && sp|Q93YS4|AB22G_ARATH ABC transporter G family member 22 OS=Arabidopsis thaliana OX=3702 GN=ABCG22 PE=1 SV=1 && PF01061:ABC-2 type transporter|PF00005:ABC transporter,ABC2_membrane,gene-Solyc04g070970.4,,,Ensembl Plants BioMart,63,one_to_one
Solyc07g062670,Solyc07g062670.1,protein_coding,Unknown protein && - && -,-,gene-Solyc07g062670.1,,,Ensembl Plants BioMart,63,one_to_one
Solyc07g017950,Solyc07g017950.3,protein_coding,"Ribulose bisphosphate carboxylase small chain (AHRD V3.3 *** A0A1Q3CZK4_CEPFO) && sp|Q02980|RBS_MALSP Ribulose bisphosphate carboxylase small subunit, chloroplastic OS=Malus sp. OX=3751 GN=RBCS PE=2 SV=1 && PF00101:Ribulose bisphosphate carboxylase, small chain",-,gene-Solyc07g017950.3,RBCS,,Ensembl Plants BioMart,63,one_to_one
Solyc06g050870,Solyc06g050870.3,protein_coding,Hypoxia-responsive family protein (AHRD V3.3 *** B6THW4_MAIZE) && - && -,-,gene-Solyc06g050870.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc03g082560,Solyc03g082560.3,protein_coding,"Aldo-keto reductase/ oxidoreductase (AHRD V3.3 *** B6TN73_MAIZE) && sp|Q56Y42|PLR1_ARATH Pyridoxal reductase, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=PLR1 PE=1 SV=1 && PF00248:Aldo/keto reductase family",Aldo_ket_red,gene-Solyc03g082560.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc11g040150,Solyc11g040150.2,protein_coding,Heparan-alpha-glucosaminide N-acetyltransferase-like protein (DUF1624) (AHRD V3.3 *** B3H4C1_ARATH) && sp|Q3UDW8|HGNAT_MOUSE Heparan-alpha-glucosaminide N-acetyltransferase OS=Mus musculus OX=10090 GN=Hgsnat PE=1 SV=2 && PF07786:Protein of unknown function (DUF1624),-,gene-Solyc11g040150.2,,,Ensembl Plants BioMart,63,one_to_one
Solyc01g109180,Solyc01g109180.4,protein_coding,Long chain acyl-CoA synthetase 4 (AHRD V3.3 *** A0A2G2Y3Y7_CAPAN) && sp|M4ISH1|CCL6_HUMLU Probable CoA ligase CCL6 OS=Humulus lupulus OX=3486 GN=CCL6 PE=2 SV=1 && PF00501:AMP-binding enzyme,AMP-binding,gene-Solyc01g109180.4,,,Ensembl Plants BioMart,63,one_to_one
Solyc02g065780,Solyc02g065780.1,protein_coding,Protein RALF-like 27 (AHRD V3.3 *** A0A2G3D352_CAPCH) && - && -,-,gene-Solyc02g065780.1,,,Ensembl Plants BioMart,63,one_to_one
Solyc02g078570,Solyc02g078570.3,protein_coding,Epoxide hydrolase (AHRD V3.3 *** A0A2U1MDJ4_ARTAN) && sp|I6YGS0|EPHA_MYCTU Epoxide hydrolase A OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=ephA PE=1 SV=1 && PF00561:alpha/beta hydrolase fold,Abhydrolase_1,gene-Solyc02g078570.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc06g083580,Solyc06g083580.4,protein_coding,Pectate lyase (AHRD V3.3 *** A0A2G3CC63_CAPCH) && sp|Q9M8Z8|PLY8_ARATH Probable pectate lyase 8 OS=Arabidopsis thaliana OX=3702 GN=At3g07010 PE=2 SV=1 && PF00544:Pectate lyase,-,gene-Solyc06g083580.4,,NM_001318149,Ensembl Plants BioMart,63,one_to_one
Solyc10g054670,Solyc10g054670.3,protein_coding,Unknown protein && - && -,-,gene-Solyc10g054670.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc12g040640,Solyc12g040640.2,protein_coding,Beta-glucosidase (AHRD V3.3 *** B6TW65_MAIZE) && sp|Q9LV33|BGL44_ARATH Beta-glucosidase 44 OS=Arabidopsis thaliana OX=3702 GN=BGLU44 PE=2 SV=1 && PF00232:Glycosyl hydrolase family 1,Glyco_hydro_1,gene-Solyc12g040640.2,,,Ensembl Plants BioMart,63,one_to_one
Solyc03g120890,Solyc03g120890.3,protein_coding,GATA transcription factor (AHRD V3.3 *** K4BMN8_SOLLC) && sp|P69781|GAT12_ARATH GATA transcription factor 12 OS=Arabidopsis thaliana OX=3702 GN=GATA12 PE=2 SV=1 && PF00320:GATA zinc finger,GATA,gene-Solyc03g120890.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc11g007540,Solyc11g007540.2,protein_coding,Cytochrome P450 (AHRD V3.3 *** A0A346CEB0_TANCI) && sp|P37123|C77A1_SOLME Cytochrome P450 77A1 (Fragment) OS=Solanum melongena OX=4111 GN=CYP77A1 PE=2 SV=1 && PF00067:Cytochrome P450,p450,gene-Solyc11g007540.2,CYP77A20,NM_001323301,Ensembl Plants BioMart,63,one_to_one
Solyc12g055840,Solyc12g055840.2,protein_coding,"Glucan endo-1 && sp|Q8L868|E1311_ARATH Glucan endo-1,3-beta-glucosidase 11 OS=Arabidopsis thaliana OX=3702 GN=At1g32860 PE=2 SV=1 && PF00332:Glycosyl hydrolases family 17",Glyco_hydro_17,gene-Solyc12g055840.2,,,Ensembl Plants BioMart,63,one_to_one
Solyc10g054840,Solyc10g054840.2,protein_coding,X-intrinsic protein 1.1 && sp|Q9ATN0|PIP16_MAIZE Aquaporin PIP1-6 OS=Zea mays OX=4577 GN=PIP1-6 PE=2 SV=1 && PF00230:Major intrinsic protein,-,,,,Ensembl Plants BioMart,63,not_mapped_in_export
Solyc05g055400,Solyc05g055400.5,protein_coding,Cytochrome P450 (AHRD V3.11 *** tr_A0A200Q2G7_A0A200Q2G7_9MAGN) && sp|P37124|C77A2_SOLME Cytochrome P450 77A2 OS=Solanum melongena OX=4111 GN=CYP77A2 PE=2 SV=1 && PF00067:Cytochrome P450,p450,gene-Solyc05g055400.4,CYP77A19,NM_001323299,Ensembl Plants BioMart,63,one_to_one
Solyc11g044910,Solyc11g044910.2,protein_coding,Beta-D-xylosidase 4 (AHRD V3.3 *** A0A2G2VN32_CAPBA) && sp|Q9FGY1|BXL1_ARATH Beta-D-xylosidase 1 OS=Arabidopsis thaliana OX=3702 GN=BXL1 PE=1 SV=1 && PF01915:Glycosyl hydrolase family 3 C-terminal domain|PF00933:Glycosyl hydrolase family 3 N terminal domain|PF14310:Fibronectin type III-like domain,Glyco_hydro_3_C,gene-Solyc11g044910.2,Arf/Xyl1,NM_001279175,Ensembl Plants BioMart,63,one_to_one
Solyc07g054800,Solyc07g054800.1,protein_coding,Wound induced protein (AHRD V3.3 *** Q04129_SOLLC) && - && -,-,gene-Solyc07g054800.1,,,Ensembl Plants BioMart,63,one_to_one
Solyc05g054330,,,,,,,,Ensembl Plants BioMart,63,not_mapped_in_export
Solyc02g067320,Solyc02g067320.3,protein_coding,Zinc-finger homeodomain protein 10 (AHRD V3.3 *** A0A2G3D3J7_CAPCH) && sp|Q9LHF0|ZHD9_ARATH Zinc-finger homeodomain protein 9 OS=Arabidopsis thaliana OX=3702 GN=ZHD9 PE=1 SV=1 && PF04770:ZF-HD protein dimerisation region,ZF-HD_dimer,gene-Solyc02g067320.3,,,Ensembl Plants BioMart,63,one_to_one
Solyc01g099630,,,,,gene-Solyc01g099630.4,XTH1,NM_001246929,Ensembl Plants BioMart,63,one_to_one
Solyc08g075490,Solyc08g075490.5,protein_coding,"9-cis-epoxycarotenoid dioxygenase (AHRD V3.11 *** tr_A0A193PR95_A0A193PR95_9LILI) && sp|O49675|CCD4_ARATH Probable carotenoid cleavage dioxygenase 4, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=CCD4 PE=1 SV=1 && PF03055:Retinal pigment epithelial membrane protein",RPE65,gene-Solyc08g075490.4,,,Ensembl Plants BioMart,63,one_to_one
Solyc03g121720,Solyc03g121720.2,protein_coding,"Glyoxylate reductase 2 (AHRD V3.3 *** A0A1P8AS42_ARATH) && sp|F4I907|GLYR2_ARATH Glyoxylate/succinic semialdehyde reductase 2, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=GLYR2 PE=1 SV=1 && PF14833:NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase|PF03446:NAD binding domain of 6-phosphogluconate dehydrogenase",NAD_binding_2,gene-Solyc03g121720.2,,,Ensembl Plants BioMart,63,one_to_one
Solyc03g112130,Solyc03g112130.1,protein_coding,DUF868 domain-containing protein (AHRD V3.3 *** A0A1Q3BAU9_CEPFO) && - && PF05910:Plant protein of unknown function (DUF868),-,gene-Solyc03g112130.1,,,Ensembl Plants BioMart,63,one_to_one
Solyc08g076520,Solyc08g076520.3,protein_coding,ribosome maturation factor (AHRD V3.3 *** AT2G35470.1) && - && -,-,gene-Solyc08g076520.3,,,Ensembl Plants BioMart,63,one_to_one
