gene_id,effect_source_a,effect_source_b,same_direction,minimum_absolute_effect,effect_GSE267238,effect_GSE128739,all_four_measured,matching_direction_count,all_four_same_direction,minimum_absolute_effect_percentile,mean_absolute_effect_percentile,evidence_scope,candidate_rank,gene_name,gene_biotype,gene_description,tf_family,ensembl_gene_stable_id,ensembl_gene_name,refseq_mrna_id,annotation_source,annotation_release,mapping_status,published_regulator,published_edge_type,published_edge_direction,published_edge_context,studyshield_score,direction_consistency,trimmed_mean_effect_rank,weakest_absolute_effect_rank,heterogeneity,cohort_coverage,cohort_count,studyshield_rank,bootstrap_score_median,bootstrap_score_lower_95,bootstrap_score_upper_95,bootstrap_rank_median,top_k_selection_probability,permutation_count,studyshield_empirical_p,studyshield_bh_fdr,significant_matched_null_go_terms,atlas_claim,regulatory_claim_boundary,protein_measured,protein_log2_BR8_vs_MG,protein_de_log2_ratio,protein_de_p,protein_de_fdr,protein_differential_BR8_vs_MG,phosphosite_de_count,phosphosite_max_abs_log2_ratio,phosphosite_representative_log2_ratio,phosphosite_min_fdr,phosphosite_ids,phosphosite_differential_BR8_vs_MG,protein_support_status,phosphosite_support_status,chromatin_support_status,multiomics_high_confidence,regulatory_candidate_grade,rin1_vs_wt_log2_fold_change,rin1_vs_wt_bh_fdr,rin1_vs_wt_differential,perturbation_support_status,tissue_context_count,tissue_context_direction_consistency,tissue_contexts_concordant,tissue_contexts_measured
Solyc07g016170,-0.408144996279762,-0.0192347935267857,True,0.0192347935267857,-1.6399422775503596,-1.973875570247063,True,4,True,0.0150862068965517,0.2070309389185314,cross_cohort_expression_replication_only,386.0,Solyc07g016170.4,protein_coding,L-arabinokinase-like (AHRD V3.3 *** A0A2I4GNX5_9ROSI) && sp|O23461|ARAK_ARATH L-arabinokinase OS=Arabidopsis thaliana OX=3702 GN=ARA1 PE=1 SV=1 && PF00288:GHMP kinases N terminal domain,GHMP_kinases,gene-Solyc07g016170.4,,,Ensembl Plants BioMart,63,one_to_one,,,,,-0.7025786654412438,1.0,-0.9360685955464576,0.1676897321428571,0.274522476788874,1.0,7,3385,-0.7032953418445582,-0.9684005246567784,-0.5818722819910731,203.5,0.48,1000,0.0049950049950049,0.015148250442368,,four_cohort_expression_consensus,no_regulatory_claim,True,-1.1696755954622673,-1.1697845017603603,4.24905389822927e-14,1.01794045950031e-12,True,,,,,,False,differential_direction_concordant,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,11.0,1.0,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue
Solyc08g044260,-0.5851585751488095,-0.0140845889136905,True,0.0140845889136905,-1.1346458314278762,-1.0997653552363031,True,4,True,0.0129310344827586,0.3225180676116907,cross_cohort_expression_replication_only,387.0,Solyc08g044260.4,protein_coding,Fatty acid hydroxylase superfamily (AHRD V3.3 *** A0A2U1L8N4_ARTAN) && sp|F4HVY0|CER1_ARATH Very-long-chain aldehyde decarbonylase CER1 OS=Arabidopsis thaliana OX=3702 GN=CER1 PE=1 SV=1 && PF12076:WAX2 C-terminal domain|PF04116:Fatty acid hydroxylase superfamily,-,gene-Solyc08g044260.4,,,Ensembl Plants BioMart,63,one_to_one,,,,,-0.6198010539831684,1.0,-0.748359711216713,0.1280343191964285,0.3474500894564812,1.0,7,5730,-0.6198454617534206,-0.9112482579572264,-0.5229629435304961,265.0,0.058,1000,0.0109890109890109,0.0246323724584594,,four_cohort_expression_consensus,no_regulatory_claim,False,,,,,,,,,,,,not_measured,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,8.0,0.75,Inner epidermis;Locular tissue;Placenta;Seeds;Septum;Total pericarp,Inner epidermis;Locular tissue;Outer epidermis;Placenta;Seeds;Septum;Total pericarp;Vascular tissue
Solyc09g015000,0.4029366629464286,0.3393729073660715,True,0.3393729073660715,2.1822243813066304,1.1959335489250762,True,4,True,0.0107758620689655,0.2986307438082344,cross_cohort_expression_replication_only,388.0,Solyc09g015000.4,protein_coding,Class I heat shock protein (AHRD V3.3 *** A0A2K3KSJ8_TRIPR) && sp|P27880|HSP12_MEDSA 18.2 kDa class I heat shock protein OS=Medicago sativa OX=3879 GN=HSP18.2 PE=2 SV=1 && PF00011:Hsp20/alpha crystallin family,-,gene-Solyc09g015000.4,,,Ensembl Plants BioMart,63,one_to_one,,,,,0.4141251678946103,0.7142857142857143,0.6937951101898036,0.3104793055730281,0.737324487133083,1.0,7,16166,0.4153856503697908,-0.270310833218553,0.9431415609765816,418.0,0.016,1000,0.1828171828171828,0.1927890291526655,,four_cohort_expression_consensus,no_regulatory_claim,True,4.214269987612362,4.22221773125038,2.1052175651424e-17,3.598302638266471e-15,True,,,,,,False,differential_direction_concordant,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,11.0,0.8181818181818182,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Septum;Total pericarp,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue
Solyc11g005990,0.4026343936011904,0.1517043340773808,True,0.1517043340773808,0.7893094743208611,3.461129905977798,True,4,True,0.0086206896551724,0.229919069045154,cross_cohort_expression_replication_only,389.0,Solyc11g005990.2,protein_coding,Transcriptional corepressor SEUSS (AHRD V3.3 *-* A0A2G2ZPK0_CAPAN) && sp|Q8W234|SEUSS_ARATH Transcriptional corepressor SEUSS OS=Arabidopsis thaliana OX=3702 GN=SEU PE=1 SV=1 && PF01803:LIM-domain binding protein,-,gene-Solyc11g005990.2,,,Ensembl Plants BioMart,63,one_to_one,,,,,0.8708878212016826,1.0,0.8794570448546907,0.7549591929267739,0.096064145635114,1.0,7,603,0.8721804275099474,0.8522868117648418,0.9153806906053312,122.0,0.698,1000,0.0009990009990009,0.0073577216434359,,four_cohort_expression_consensus,no_regulatory_claim,False,,,,,,,,,,,,not_measured,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,5.0,0.8,Collenchyma;Parenchyma;Septum;Total pericarp,Collenchyma;Parenchyma;Seeds;Septum;Total pericarp
Solyc03g112130,-0.4025646391369048,-0.5844959077380952,True,0.4025646391369048,-1.842181373467481,-3.2274615884194584,True,4,True,0.0064655172413793,0.463344648403281,cross_cohort_expression_replication_only,390.0,Solyc03g112130.1,protein_coding,DUF868 domain-containing protein (AHRD V3.3 *** A0A1Q3BAU9_CEPFO) && - && PF05910:Plant protein of unknown function (DUF868),-,gene-Solyc03g112130.1,,,Ensembl Plants BioMart,63,one_to_one,,,,,-0.8852941195216677,1.0,-0.9613564680183826,0.7523991195891416,0.0850246287614785,0.8571428571428571,6,465,-0.8900871190829981,-0.9741646605072402,-0.8380083123111323,104.0,0.698,1000,0.0129870129870129,0.0269016697588126,,four_cohort_expression_consensus,no_regulatory_claim,False,,,,,,,,,,,,not_measured,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,9.0,1.0,Collenchyma;Columella;Inner epidermis;Locular tissue;Parenchyma;Placenta;Septum;Total pericarp;Vascular tissue,Collenchyma;Columella;Inner epidermis;Locular tissue;Parenchyma;Placenta;Septum;Total pericarp;Vascular tissue
Solyc06g069730,-0.4872581845238095,-0.0077078683035713,True,0.0077078683035713,-0.2800386404230373,-0.6175670725811272,True,4,True,0.0064655172413793,0.1815396790634706,cross_cohort_expression_replication_only,391.0,Solyc06g069730.3,protein_coding,"Chlorophyll a-b binding protein && sp|P27521|CA4_ARATH Chlorophyll a-b binding protein 4, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=LHCA4 PE=1 SV=1 && PF00504:Chlorophyll A-B binding protein",-,gene-Solyc06g069730.3,CAB12,NM_001330641,Ensembl Plants BioMart,63,one_to_one,RIN,in_vivo_promoter_binding,binding_only,ripening_tomato_fruit;ITAG2;three_biological_replicates,-0.5969068547847377,1.0,-0.6742795472823888,0.0745326450892857,0.3015994268112118,0.8571428571428571,6,6926,-0.6042607305127786,-0.8229936992115892,-0.4972964495520358,320.5,0.178,1000,0.0359640359640359,0.0472728404739736,,four_cohort_expression_consensus,source_bound_context_limited,True,-2.1629334511376044,-2.161158383370086,9.29710516037156e-11,6.250580231874611e-10,True,,,,,,False,differential_direction_concordant,none,binding_only,False,expression_only_or_binding_only,,,,binding_only_or_no_significant_perturbation,2.0,1.0,Columella;Inner epidermis,Columella;Inner epidermis
Solyc00g060810,0.9264322916666669,0.8376929873511905,True,0.8376929873511905,,4.224159202202058,False,3,False,0.7262931034482759,0.9073275862068964,cross_cohort_expression_replication_only,,,,,,,,,Ensembl Plants BioMart,63,not_mapped_in_export,,,,,0.9386666308852072,1.0,0.9972986398901228,0.9919656741346542,0.003771083772876,0.4285714285714285,3,130,0.9386674501130956,0.9142508370535716,0.980448005729297,70.0,0.9188640973630832,1000,0.0659340659340659,0.0796703296703296,,frozen_signature_with_partial_replication,no_regulatory_claim,True,4.546408357106287,4.633308333049806,2.60679039738498e-10,1.54667243337501e-09,True,,,,,,False,differential_direction_concordant,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,8.0,1.0,Columella;Inner epidermis;Locular tissue;Parenchyma;Placenta;Seeds;Septum;Total pericarp,Columella;Inner epidermis;Locular tissue;Parenchyma;Placenta;Seeds;Septum;Total pericarp
Solyc03g007780,0.7007649739583335,0.8116455078125,True,0.7007649739583335,0.0,0.7855990513904358,True,3,False,0.0138568129330254,0.5142400653022219,cross_cohort_expression_replication_only,,Solyc03g007780.1,protein_coding,Ovule Secreted Protein && - && -,-,gene-Solyc03g007780.1,,,Ensembl Plants BioMart,63,one_to_one,,,,,0.5010428660396138,0.8571428571428571,0.6332784211555669,0.0,0.4165276019002256,1.0,7,11332,0.5053602500393352,0.3355478042082842,0.7606222181357137,382.5,0.0,1000,0.0249750249750249,0.0354385675486592,,frozen_signature_with_partial_replication,no_regulatory_claim,False,,,,,,,,,,,,not_measured,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,3.0,1.0,Columella;Septum;Total pericarp,Columella;Septum;Total pericarp
Solyc05g005550,-0.6761997767857144,-0.666131882440476,True,0.666131882440476,0.0,-6.799389441880658,True,3,False,0.0138568129330254,0.7028176515091185,cross_cohort_expression_replication_only,,Solyc05g005550.4,protein_coding,BURP domain (AHRD V3.3 *-* A0A200QH65_9MAGN) && sp|P93217|GP2_SOLLC Polygalacturonase non-catalytic subunit AroGP2 OS=Solanum lycopersicum OX=4081 GN=GP2 PE=3 SV=1 && PF03181:BURP domain,-,gene-Solyc05g005550.4,AROGP2,NM_001310316,Ensembl Plants BioMart,63,one_to_one,,,,,-0.5827301075854435,0.8571428571428571,-0.8854712915544496,0.0,0.3550280412878553,1.0,7,7638,-0.5848279217804782,-0.9668485405903676,-0.3688071015109086,331.0,0.328,1000,0.0029970029970029,0.0108641358641358,,frozen_signature_with_partial_replication,no_regulatory_claim,True,-0.0586808736503674,,,,False,,,,,,False,measured_direction_concordant,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,10.0,1.0,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Septum;Total pericarp;Vascular tissue,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Septum;Total pericarp;Vascular tissue
Solyc05g012020,0.6180710565476191,0.7530459449404764,True,0.6180710565476191,,6.82321830679572,False,3,False,0.8706896551724138,0.9360632183908044,cross_cohort_expression_replication_only,,,,,,gene-Solyc05g012020.4,,,Ensembl Plants BioMart,63,one_to_one,,,,,0.7143283001345089,1.0,0.9821002175299388,0.2446219650270474,0.2772091548819388,0.8571428571428571,6,3089,0.7169446756451479,0.584817983740002,0.9848151766118712,193.0,0.572,1000,0.0029970029970029,0.0108641358641358,,frozen_signature_with_partial_replication,no_regulatory_claim,True,1.5279077610008962,1.5290801523792743,1.6379778216830902e-15,8.27178799949964e-14,True,3.0,1.2163804734448238,1.2163804734448238,1.1511001932250202e-09,Solyc05g012020.2.1_S84;Solyc05g012020.2.1_T83,True,differential_direction_concordant,differential_site,none,False,expression_only_or_binding_only,-0.7378899134351979,8.301889807607452e-25,False,binding_only_or_no_significant_perturbation,11.0,1.0,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue
Solyc01g099040,0.5985979352678573,0.673921130952381,True,0.5985979352678573,,6.012422201062636,False,3,False,0.8491379310344828,0.8987068965517242,cross_cohort_expression_replication_only,,,,,,gene-Solyc01g099040.4,,,Ensembl Plants BioMart,63,one_to_one,,,,,0.544394653294721,0.8,0.9981267950718106,0.810476889214967,0.7235195446323506,0.7142857142857143,5,9439,0.5444077937126197,-0.2985323744561386,0.9846251832929972,377.0,0.328,1000,0.0899100899100899,0.1045570970383,,frozen_signature_with_partial_replication,no_regulatory_claim,True,2.8759959306876572,2.876882570727886,1.13588507330824e-17,2.65677540304307e-15,True,,,,,,False,differential_direction_concordant,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,11.0,1.0,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue
Solyc08g061020,-0.5768926711309526,-0.6725609188988095,True,0.5768926711309526,,-0.8000300059631784,False,3,False,0.105603448275862,0.6020114942528736,cross_cohort_expression_replication_only,,,,,,gene-Solyc08g061020.1,,,Ensembl Plants BioMart,63,one_to_one,,,,,-0.5370847120759,0.8,-0.9077953194453025,0.0,0.3817075065908688,0.7142857142857143,5,9739,-0.5482716925242075,-0.94940128264325,-0.2445644785464926,374.0,0.26,1000,0.0339660339660339,0.0452880452880452,,frozen_signature_with_partial_replication,no_regulatory_claim,False,,,,,,,,,,,,not_measured,none,none,False,expression_only_or_binding_only,,,,binding_only_or_no_significant_perturbation,3.0,1.0,Columella;Placenta;Total pericarp,Columella;Placenta;Total pericarp
Solyc02g083680,-0.6186058407738096,-0.5623837425595238,True,0.5623837425595238,,-1.5333528712976654,False,3,False,0.2155172413793103,0.619971264367816,cross_cohort_expression_replication_only,,,,,,,,,Ensembl Plants BioMart,63,not_mapped_in_export,,,,,-0.8930990652698807,1.0,-0.9651023848069616,0.903328917813742,0.043709538360541,0.4285714285714285,3,398,-0.91097819562463,-0.9540569240706308,-0.8732716871183115,98.0,0.7606490872210954,1000,0.0479520479520479,0.0601344601344601,,frozen_signature_with_partial_replication,no_regulatory_claim,False,,,,,,,,,,,,not_measured,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,7.0,1.0,Columella;Locular tissue;Placenta;Seeds;Septum;Total pericarp;Vascular tissue,Columella;Locular tissue;Placenta;Seeds;Septum;Total pericarp;Vascular tissue
Solyc03g007930,-0.7803838820684526,-0.5523681640625,True,0.5523681640625,0.0030925709971788,-3.234831927111484,True,3,False,0.0277136258660508,0.5683508202596161,cross_cohort_expression_replication_only,,Solyc03g007930.4,protein_coding,Unknown protein && sp|A7PZL3|PGLR_VITVI Probable polygalacturonase OS=Vitis vinifera OX=29760 GN=GSVIVT00026920001 PE=1 SV=1 && -,-,gene-Solyc03g007930.4,,,Ensembl Plants BioMart,63,one_to_one,,,,,-0.4882694850489194,0.8571428571428571,-0.6985906789247831,0.0064892858640499,0.5062094775815262,1.0,7,11899,-0.4890100538666441,-0.8423805985407055,-0.2816908232269132,385.0,0.0,1000,0.0449550449550449,0.0568368960739532,,frozen_signature_with_partial_replication,no_regulatory_claim,False,,,,,,,,,,,,not_measured,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,,,,
Solyc09g072560,-0.7235979352678571,-0.545503162202381,True,0.545503162202381,-0.2620009944229777,1.0959866652386745,True,3,False,0.1200923787528868,0.4939239567571872,cross_cohort_expression_replication_only,,Solyc09g072560.5,protein_coding,11S globulin seed storage protein 2 (AHRD V3.11 *** tr_A0A2G2X5V4_A0A2G2X5V4_CAPBA) && sp|Q9XHP0|11S2_SESIN 11S globulin seed storage protein 2 OS=Sesamum indicum OX=4182 PE=1 SV=1 && PF00190:Cupin,-,gene-Solyc09g072560.4,,,Ensembl Plants BioMart,63,one_to_one,,,,,-0.4052136677727615,0.7142857142857143,-0.7284726464233428,0.0,0.6588015200002186,1.0,7,16786,-0.4127136506330684,-0.877002496503611,0.1822860654327284,405.5,0.066,1000,0.0599400599400599,0.0733830812986486,,frozen_signature_with_partial_replication,no_regulatory_claim,False,,,,,,,,,,,,not_measured,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,6.0,1.0,Columella;Locular tissue;Placenta;Seeds;Septum;Total pericarp,Columella;Locular tissue;Placenta;Seeds;Septum;Total pericarp
Solyc12g008430,0.75732421875,0.5326567150297619,True,0.5326567150297619,,5.011934192178671,False,3,False,0.7349137931034483,0.853448275862069,cross_cohort_expression_replication_only,,,,,,gene-Solyc12g008430.3,,,Ensembl Plants BioMart,63,one_to_one,,,,,0.5220252013289339,0.8333333333333334,0.9055825570614734,0.6417901687454145,0.7253383461833569,0.8571428571428571,6,10399,0.5370873210878064,-0.2329497577311766,0.981191917003004,378.0,0.07,1000,0.0889110889110889,0.1036551388310182,,frozen_signature_with_partial_replication,no_regulatory_claim,True,1.9826511963038709,1.9819655465269508,2.47358621030175e-16,2.0169939667121e-14,True,3.0,1.8160696753772847,1.8160696753772847,1.29005230880777e-08,Solyc12g008430.1.1_S16,True,differential_direction_concordant,differential_site,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,9.0,1.0,Collenchyma;Columella;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp,Collenchyma;Columella;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp
Solyc00g156980,-0.5230887276785715,-0.5757475353422621,True,0.5230887276785715,,-1.2033001437115562,False,3,False,0.1594827586206896,0.533764367816092,cross_cohort_expression_replication_only,,,,,,,,,Ensembl Plants BioMart,63,not_mapped_in_export,,,,,-0.8701450619665321,1.0,-0.9488548407094024,0.8578298681103496,0.0643647297370906,0.4285714285714285,3,612,-0.8896724172439773,-0.9541818304101424,-0.8479786168099068,114.0,0.7484787018255578,1000,0.0789210789210789,0.0931790855454977,,frozen_signature_with_partial_replication,no_regulatory_claim,False,,,,,,,,,,,,not_measured,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,1.0,1.0,Total pericarp,Total pericarp
Solyc10g080900,0.5162179129464286,0.6056082589285716,True,0.5162179129464286,,6.28991953795126,False,3,False,0.625,0.8053160919540231,cross_cohort_expression_replication_only,,,,,,gene-Solyc10g080900.3,,,Ensembl Plants BioMart,63,one_to_one,,,,,0.377555899294679,0.6666666666666666,0.520320164443097,0.9052501362854866,0.9048844108167085,0.8571428571428571,6,18739,0.3776461718929011,-0.3944087720147819,0.982769380383014,427.5,0.068,1000,0.2527472527472527,0.2617739403453689,,frozen_signature_with_partial_replication,no_regulatory_claim,True,2.4162078448479516,2.416900030296148,1.2138524663129801e-17,2.76633864630508e-15,True,3.0,1.901082525345014,-1.901082525345014,5.2247896296728595e-11,Solyc10g080900.1.1_S120;Solyc10g080900.1.1_S29,True,differential_direction_concordant,differential_site,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,11.0,1.0,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue
Solyc11g022590,-0.5130208333333333,-0.7310442243303571,True,0.5130208333333333,2.6088723510658216,-1.727285570976878,True,3,False,0.2435344827586207,0.6287603527912717,cross_cohort_expression_replication_only,,Solyc11g022590.1,protein_coding,trypsin inhibitor-like protein precursor && sp|P13087|MIRA_SYNDU Miraculin OS=Synsepalum dulcificum OX=3743 PE=1 SV=3 && PF00197:Trypsin and protease inhibitor,-,gene-Solyc11g022590.1,,,Ensembl Plants BioMart,63,one_to_one,,,,,-0.3415898308694888,0.7142857142857143,-0.4898597830488313,0.0552899735815826,0.743531916273625,1.0,7,21628,-0.3532704609062549,-0.6699745609704277,0.3427404494593556,433.0,0.0,1000,0.3376623376623376,0.3443413729128015,,frozen_signature_with_partial_replication,no_regulatory_claim,True,-2.504590472296269,-2.468681895998721,1.52497149395996e-10,9.61272811228097e-10,True,,,,,,False,differential_direction_concordant,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,11.0,0.9090909090909092,Collenchyma;Columella;Inner epidermis;Locular tissue;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue
Solyc05g015380,0.5041852678571429,0.5013311476934523,True,0.5013311476934523,0.0,3.683372519725845,True,3,False,0.0138568129330254,0.4705978239229115,cross_cohort_expression_replication_only,,Solyc05g015380.2,protein_coding,DNA-binding HORMA (AHRD V3.3 *-* A0A200R484_9MAGN) && sp|F4HRV8|ASY1_ARATH Meiosis-specific protein ASY1 OS=Arabidopsis thaliana OX=3702 GN=ASY1 PE=1 SV=1 && -,-,gene-Solyc05g015380.2,,,Ensembl Plants BioMart,63,one_to_one,,,,,0.3931197909062685,0.6666666666666666,0.6810554660178072,0.0,0.5876720272405489,0.8571428571428571,6,17595,0.4253088221743951,-0.1927835492576539,0.8905030813487125,426.0,0.096,1000,0.0679320679320679,0.0816592733691179,,frozen_signature_with_partial_replication,no_regulatory_claim,False,,,,,,,,,,,,not_measured,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,6.0,0.6666666666666666,Placenta;Seeds;Septum;Total pericarp,Columella;Locular tissue;Placenta;Seeds;Septum;Total pericarp
Solyc12g015690,-0.4782249813988095,-0.6336379278273809,True,0.4782249813988095,,-5.223663994522372,False,3,False,0.459051724137931,0.7341954022988505,cross_cohort_expression_replication_only,,,,,,gene-Solyc12g015690.3,,,Ensembl Plants BioMart,63,one_to_one,,,,,-0.6616040519987217,1.0,-0.9368812318491322,0.1119847360254958,0.3233033309074848,0.8571428571428571,6,4458,-0.6617726141737992,-0.981857885883443,-0.521905894211163,239.0,0.068,1000,0.0209790209790209,0.0333365264872114,,frozen_signature_with_partial_replication,no_regulatory_claim,True,-2.523901909183856,-2.5237917428681453,1.15633586528518e-16,1.2226881092974e-14,True,,,,,,False,differential_direction_concordant,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,11.0,1.0,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue
Solyc09g031880,-0.5175083705357144,-0.4629545665922618,True,0.4629545665922618,0.0,0.0,True,2,False,0.0075431034482758,0.3243154963367046,cross_cohort_expression_replication_only,,Solyc09g031880.3,protein_coding,Galacturonokinase (AHRD V3.3 *** A0A2G2WB90_CAPBA) && sp|Q8VYG2|GALAK_ARATH Galacturonokinase OS=Arabidopsis thaliana OX=3702 GN=GALAK PE=1 SV=1 && -,-,gene-Solyc09g031880.3,,,Ensembl Plants BioMart,63,one_to_one,,,,,-0.2246238283303798,0.3333333333333333,-0.24639892578125,0.0,0.4665603922506798,0.8571428571428571,6,31778,-0.2246238283303798,-0.4703361947383208,0.1300446201850056,462.0,0.0,1000,0.0939060939060939,0.1083891233144964,,frozen_signature_with_partial_replication,no_regulatory_claim,False,,,,,,,,,,,,not_measured,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,3.0,1.0,Collenchyma;Inner epidermis;Parenchyma,Collenchyma;Inner epidermis;Parenchyma
Solyc12g070080,0.4626232328869048,0.605654761904762,True,0.4626232328869048,,3.3533194232050128,False,3,False,0.396551724137931,0.5876436781609194,cross_cohort_expression_replication_only,,,,,,,,,Ensembl Plants BioMart,63,not_mapped_in_export,,,,,0.6529396294122787,1.0,0.8198058506944844,0.311192183503166,0.2936888410163254,0.5714285714285714,4,4699,0.653070594122108,0.5656319531209952,0.9629620087612728,223.0,0.289738430583501,1000,0.0219780219780219,0.0337675569463649,,frozen_signature_with_partial_replication,no_regulatory_claim,False,,,,,,,,,,,,not_measured,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,10.0,0.8,Collenchyma;Columella;Inner epidermis;Locular tissue;Parenchyma;Placenta;Septum;Total pericarp,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp
Solyc04g054990,-0.452241443452381,-0.4857933407738096,True,0.452241443452381,,-4.033813732755875,False,3,False,0.334051724137931,0.5617816091954023,cross_cohort_expression_replication_only,,,,,,,,,Ensembl Plants BioMart,63,not_mapped_in_export,,,,,-0.8879715928992119,1.0,-0.9552411494206284,0.8544051662682937,0.0582216311376119,0.5714285714285714,4,444,-0.901744678293356,-0.9656315479615094,-0.8465130112080326,108.0,0.8933601609657947,1000,0.0149850149850149,0.0293377508567382,,frozen_signature_with_partial_replication,no_regulatory_claim,True,-0.9590018840816515,-0.9579066106456792,6.103564155227219e-11,4.33987825693276e-10,True,,,,,,False,differential_direction_concordant,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,10.0,1.0,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp
Solyc05g025600,-0.4415341331845238,-0.5233909970238095,True,0.4415341331845238,0.0,-3.855162400910145,True,3,False,0.0138568129330254,0.4156409273711874,cross_cohort_expression_replication_only,,Solyc05g025600.1,protein_coding,Photosystem II reaction center X protein (AHRD V3.3 *** A0A2G3CGE7_CAPCH) && - && PF06596:Photosystem II reaction centre X protein (PsbX),-,gene-Solyc05g025600.1,,,Ensembl Plants BioMart,63,one_to_one,,,,,-0.3266100956624908,0.5,-0.4939893641134345,0.0,0.4945759651460682,0.8571428571428571,6,22863,-0.3266850712455516,-0.6115495904511716,0.1272465443266172,447.0,0.02,1000,0.0009990009990009,0.0073577216434359,,frozen_signature_with_partial_replication,no_regulatory_claim,False,,,,,,,,,,,,not_measured,none,none,False,expression_only_or_binding_only,,,,no_admitted_binding_record,11.0,1.0,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue,Collenchyma;Columella;Inner epidermis;Locular tissue;Outer epidermis;Parenchyma;Placenta;Seeds;Septum;Total pericarp;Vascular tissue
