gene_id,effect_source_a,effect_source_b,same_direction,minimum_absolute_effect,effect_GSE267238,effect_GSE128739,all_four_measured,matching_direction_count,all_four_same_direction,minimum_absolute_effect_percentile,mean_absolute_effect_percentile,evidence_scope,candidate_rank,gene_name,gene_biotype,gene_description,tf_family
Solyc11g072040,-0.4448474702380953,-0.2188255673363094,True,0.2188255673363094,-1.0680965997176222,-2.8799190794982032,True,4,True,0.22198275862068967,0.3140504300390221,cross_cohort_expression_replication_only,216,Solyc11g072040.2,protein_coding,GDSL esterase/lipase (AHRD V3.3 *** A0A2K3NP63_TRIPR) && sp|Q9SF78|GDL29_ARATH GDSL esterase/lipase At1g71691 OS=Arabidopsis thaliana OX=3702 GN=At1g71691 PE=2 SV=1 && PF00657:GDSL-like Lipase/Acylhydrolase,Lipase_GDSL
Solyc05g041430,-0.4406854538690476,-0.3224400111607143,True,0.3224400111607143,-0.8037167037749944,-2.590984976356359,True,4,True,0.22170900692840648,0.3102763896631361,cross_cohort_expression_replication_only,217,Solyc05g041430.3,protein_coding,PTB domain engulfment adapter (AHRD V3.3 *** A0A1P8B0D8_ARATH) && - && -,-
Solyc03g117630,0.431489490327381,0.3295724051339286,True,0.3295724051339286,2.0314574955686857,3.518995393826059,True,4,True,0.21982758620689655,0.43436678744923146,cross_cohort_expression_replication_only,218,Solyc03g117630.1,protein_coding,Heat shock 70 kDa protein (AHRD V3.3 *** A0A1U8FVW2_CAPAN) && sp|P09189|HSP7C_PETHY Heat shock cognate 70 kDa protein OS=Petunia hybrida OX=4102 GN=HSP70 PE=2 SV=1 && PF00012:Hsp70 protein,HSP70
Solyc09g075140,-0.4647739955357142,-0.3699893043154762,True,0.3699893043154762,-1.128576192805494,-1.5730225227759445,True,4,True,0.21982758620689655,0.3478027693716652,cross_cohort_expression_replication_only,219,Solyc09g075140.3,protein_coding,"Alpha/beta-Hydrolases superfamily protein (AHRD V3.3 *** A0A2U1LF81_ARTAN) && sp|Q9C942|CSE_ARATH Caffeoylshikimate esterase OS=Arabidopsis thaliana OX=3702 GN=CSE PE=1 SV=1 && PF12146:Serine aminopeptidase, S33",-
Solyc06g071290,-0.7240513392857143,-0.6972307477678571,True,0.6972307477678571,-0.8022775724448317,-3.1758929838616985,True,4,True,0.21939953810623555,0.6529102293541451,cross_cohort_expression_replication_only,220,Solyc06g071290.3,protein_coding,"Aldehyde dehydrogenase (AHRD V3.3 *** A0A0K9R405_SPIOL) && sp|O04895|BADH_AMAHP Betaine aldehyde dehydrogenase, chloroplastic OS=Amaranthus hypochondriacus OX=28502 GN=BADH4 PE=3 SV=1 && PF00171:Aldehyde dehydrogenase family",Aldedh
Solyc06g074260,-0.4311755952380952,-0.3870907738095239,True,0.3870907738095239,-4.534575163164272,-6.7900199333346665,True,4,True,0.21767241379310345,0.6555170920602055,cross_cohort_expression_replication_only,221,Solyc06g074260.4,protein_coding,senescence regulator (Protein of unknown function%2C DUF584) (AHRD V3.3 *** AT3G15040.1) && - && PF04520:Senescence regulator,-
Solyc02g078950,-0.4782947358630952,-0.2163085937499999,True,0.2163085937499999,-2.186992333899603,-2.8172258783970863,True,4,True,0.21767241379310345,0.4312124213586048,cross_cohort_expression_replication_only,222,Solyc02g078950.4,protein_coding,Beta-galactosidase (AHRD V3.3 *** A0A2G3A8L8_CAPAN) && sp|Q10NX8|BGAL6_ORYSJ Beta-galactosidase 6 OS=Oryza sativa subsp. japonica OX=39947 GN=Os03g0255100 PE=1 SV=2 && PF02140:Galactose binding lectin domain|PF17834:Beta-sandwich domain in beta galactosidase|PF01301:Glycosyl hydrolases family 35,-
Solyc03g026210,-0.4304082961309524,-0.3300258091517858,True,0.3300258091517858,-2.0753053044928924,-2.3577596002626366,True,4,True,0.21551724137931033,0.3834900354384009,cross_cohort_expression_replication_only,223,Solyc03g026210.4,protein_coding,"Dihydrodipicolinate reductase-like protein (AHRD V3.3 *** A0A0F7GZT6_9ROSI) && sp|Q9FJ82|DAPB3_ARATH Dihydrodipicolinate reductase-like protein CRR1, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=DAPB3 PE=2 SV=1 && PF05173:Dihydrodipicolinate reductase, C-terminus|PF01113:Dihydrodipicolinate reductase, N-terminus",DapB_N
Solyc02g092120,0.4562523251488096,0.3858584449404761,True,0.3858584449404761,0.7222995973834031,2.837973059693914,True,4,True,0.21478060046189376,0.3705054949430596,cross_cohort_expression_replication_only,224,Solyc02g092120.3,protein_coding,phytosulfokines-like (AHRD V3.3 *** A0A2I4HMI7_9ROSI) && sp|Q9M2Y0|PSK3_ARATH Phytosulfokines 3 OS=Arabidopsis thaliana OX=3702 GN=PSK3 PE=2 SV=2 && -,-
Solyc08g013670,-0.4298037574404761,-0.52197265625,True,0.4298037574404761,-3.0632134333856285,-4.167943441504443,True,4,True,0.21336206896551724,0.6147168909771442,cross_cohort_expression_replication_only,225,Solyc08g013670.3,protein_coding,"Photosystem I reaction center subunit N && sp|P49107|PSAN_ARATH Photosystem I reaction center subunit N, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=PSAN PE=1 SV=2 && PF05479:Photosystem I reaction centre subunit N (PSAN or PSI-N)",-
Solyc06g074000,-0.6530412946428571,-0.3751511346726191,True,0.3751511346726191,-0.7208452722128393,-5.283661817314865,True,4,True,0.21247113163972287,0.616156576013379,cross_cohort_expression_replication_only,226,Solyc06g074000.1,protein_coding,Eukaryotic aspartyl protease family protein && sp|Q766C2|NEP2_NEPGR Aspartic proteinase nepenthesin-2 OS=Nepenthes gracilis OX=150966 GN=nep2 PE=1 SV=1 && PF14543:Xylanase inhibitor N-terminal|PF14541:Xylanase inhibitor C-terminal,-
Solyc11g010200,-0.4297572544642857,-0.5423700241815476,True,0.4297572544642857,-1.2275419610365423,-3.5831709780445946,True,4,True,0.20905172413793102,0.4680705980727881,cross_cohort_expression_replication_only,227,Solyc11g010200.3,protein_coding,14-3-3 family protein AF079104 && sp|P93784|14335_SOLTU 14-3-3-like protein 16R OS=Solanum tuberosum OX=4113 PE=2 SV=1 && PF00244:14-3-3 protein,-
Solyc06g084030,-0.5620233444940477,-0.3894566127232142,True,0.3894566127232142,-0.6865601482716466,-2.4683686130010742,True,4,True,0.20785219399538107,0.4495923588436729,cross_cohort_expression_replication_only,228,Solyc06g084030.3,protein_coding,Methyltransferase type 11 (AHRD V3.3 *** A0A200QEQ4_9MAGN) && sp|Q562C4|MET7B_RAT Methyltransferase-like protein 7B OS=Rattus norvegicus OX=10116 GN=Mettl7b PE=1 SV=1 && PF08241:Methyltransferase domain,Methyltransf_11
Solyc12g015630,-0.5481538318452381,-0.6541283017113096,True,0.5481538318452381,-0.6685861321689197,-2.5926583550915216,True,4,True,0.20554272517321015,0.5470753364657164,cross_cohort_expression_replication_only,229,Solyc12g015630.2,protein_coding,transmembrane protein (AHRD V3.3 *** AT5G55570.1) && - && PF08792:A2L zinc ribbon domain,-
Solyc10g079410,-0.4292689732142857,-0.5174386160714286,True,0.4292689732142857,-3.8123644204813716,-3.4128816774757156,True,4,True,0.20474137931034483,0.5911294497093256,cross_cohort_expression_replication_only,230,Solyc10g079410.2,protein_coding,triacylglycerol lipase SDP1-like (AHRD V3.3 *** A0A2I4ECT5_9ROSI) && sp|Q9LZA6|SDP1_ARATH Triacylglycerol lipase SDP1 OS=Arabidopsis thaliana OX=3702 GN=SDP1 PE=1 SV=1 && PF01734:Patatin-like phospholipase|PF11815:Domain of unknown function (DUF3336),-
Solyc07g049300,-0.5483049665178572,-0.2078218005952382,True,0.2078218005952382,-3.2575751051575343,-4.751442839589153,True,4,True,0.2025862068965517,0.6434284661941546,cross_cohort_expression_replication_only,231,Solyc07g049300.3,protein_coding,Endoglucanase (AHRD V3.3 *** A0A2G2WCY0_CAPBA) && sp|O48766|GUN11_ARATH Endoglucanase 11 OS=Arabidopsis thaliana OX=3702 GN=At2g32990 PE=2 SV=1 && PF00759:Glycosyl hydrolase family 9,-
Solyc07g066150,-0.4292573474702381,-0.5712076822916667,True,0.4292573474702381,-1.646933255383387,-3.9524409304536015,True,4,True,0.2025862068965517,0.5385044198455045,cross_cohort_expression_replication_only,232,Solyc07g066150.1,protein_coding,"Photosystem I reaction center subunit V && sp|Q9S7N7|PSAG_ARATH Photosystem I reaction center subunit V, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=PSAG PE=1 SV=1 && PF01241:Photosystem I psaG / psaK",-
Solyc06g050870,0.7149948846726191,0.4130394345238096,True,0.4130394345238096,1.210668042385691,1.4913836536030585,True,4,True,0.2025862068965517,0.5078255654216771,cross_cohort_expression_replication_only,233,Solyc06g050870.3,protein_coding,Hypoxia-responsive family protein (AHRD V3.3 *** B6THW4_MAIZE) && - && -,-
Solyc06g084050,-0.4283621651785714,-0.7844122023809523,True,0.4283621651785714,-1.9387596019693318,-4.007470746721975,True,4,True,0.20043103448275862,0.6043168153221311,cross_cohort_expression_replication_only,234,Solyc06g084050.4,protein_coding,"Photosystem II reaction center W protein && sp|Q39194|PSBW_ARATH Photosystem II reaction center W protein, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=PSBW PE=1 SV=2 && PF07123:Photosystem II reaction centre W protein (PsbW)",-
Solyc07g056510,0.434023902529762,0.2076357886904762,True,0.2076357886904762,3.2022363786398724,4.515033209919369,True,4,True,0.20043103448275862,0.5129248128533885,cross_cohort_expression_replication_only,235,Solyc07g056510.3,protein_coding,"Glutathione S-transferase-like protein (AHRD V3.3 *** A0A2K3N2T5_TRIPR) && sp|P25317|GSTXA_TOBAC Probable glutathione S-transferase parA OS=Nicotiana tabacum OX=4097 GN=PARA PE=2 SV=1 && PF02798:Glutathione S-transferase, N-terminal domain|PF13410:Glutathione S-transferase, C-terminal domain",GST_N
Solyc10g005210,-0.699311755952381,-0.4195033482142857,True,0.4195033482142857,-0.6306297746371011,-4.04686609380736,True,4,True,0.19861431870669746,0.5916794417456399,cross_cohort_expression_replication_only,236,Solyc10g005210.4,protein_coding,DNA-3-methyladenine glycosylase I (AHRD V3.3 *** B6TPB7_MAIZE) && sp|Q7VG78|GUAA_HELHP Probable GMP synthase [glutamine-hydrolyzing] OS=Helicobacter hepaticus (strain ATCC 51449 / 3B1) OX=235279 GN=guaA PE=3 SV=1 && PF03352:Methyladenine glycosylase,-
Solyc12g011410,-0.4282226562499999,-0.6523030598958333,True,0.4282226562499999,-1.7619694401088684,-3.1661072014252674,True,4,True,0.19827586206896552,0.5264979194871386,cross_cohort_expression_replication_only,237,Solyc12g011410.1,protein_coding,Unknown protein && - && -,-
Solyc02g072440,-0.4600016276041667,-0.1994047619047619,True,0.1994047619047619,-0.9415466876016922,-3.3230832423798504,True,4,True,0.1961206896551724,0.33671707016007013,cross_cohort_expression_replication_only,238,Solyc02g072440.4,protein_coding,Receptor-like protein kinase (AHRD V3.3 *** A0A2R6Q6W2_ACTCH) && sp|Q1MX30|XA21_ORYSI Receptor kinase-like protein Xa21 OS=Oryza sativa subsp. indica OX=39946 GN=XA21 PE=1 SV=1 && PF00069:Protein kinase domain|PF13855:Leucine rich repeat|PF08263:Leucine rich repeat N-terminal domain,Pkinase
Solyc12g014570,-0.6231282552083335,-0.3428722563244048,True,0.3428722563244048,-1.3092694967642708,-1.4165863660603757,True,4,True,0.1939655172413793,0.4653393027793263,cross_cohort_expression_replication_only,239,Solyc12g014570.2,protein_coding,Glycerophosphodiester phosphodiesterase GDPDL4 (AHRD V3.3 *** A0A2G2Z5P4_CAPAN) && sp|Q9FJ62|GPDL4_ARATH Glycerophosphodiester phosphodiesterase GDPDL4 OS=Arabidopsis thaliana OX=3702 GN=GDPDL4 PE=1 SV=1 && PF03009:Glycerophosphoryl diester phosphodiesterase family,-
Solyc06g082460,-0.4273158482142856,-0.5394403366815478,True,0.4273158482142856,-1.3604226700339817,-3.6100256265648705,True,4,True,0.19181034482758622,0.4752690232539619,cross_cohort_expression_replication_only,240,Solyc06g082460.1,protein_coding,"ovate family protein 14 && sp|Q9LVL4|OFP3_ARATH Transcription repressor OFP3 OS=Arabidopsis thaliana OX=3702 GN=OFP3 PE=1 SV=1 && PF13724:DNA-binding domain|PF04844:Transcriptional repressor, ovate",-
Solyc01g096740,0.4270135788690477,0.3527890159970238,True,0.3527890159970238,0.9758118984959543,3.535947417759984,True,4,True,0.1896551724137931,0.3616558493270685,cross_cohort_expression_replication_only,241,Solyc01g096740.4,protein_coding,Protein ZINC INDUCED FACILITATOR-LIKE 1 (AHRD V3.3 *** A0A1J3IH30_NOCCA) && sp|Q94BZ1|ZIFL1_ARATH Protein ZINC INDUCED FACILITATOR-LIKE 1 OS=Arabidopsis thaliana OX=3702 GN=ZIFL1 PE=2 SV=1 && PF07690:Major Facilitator Superfamily,MFS_1
Solyc05g014300,0.4428478422619046,0.7418736049107143,True,0.4428478422619046,0.5723011204613954,2.827814695238873,True,4,True,0.18706697459584296,0.46756415744206414,cross_cohort_expression_replication_only,242,Solyc05g014300.1,protein_coding,Unknown protein && - && -,-
Solyc08g075080,-0.5056849888392858,-0.1953066871279762,True,0.1953066871279762,-1.4488939823651046,-2.2842320521185386,True,4,True,0.1853448275862069,0.3770942004459664,cross_cohort_expression_replication_only,243,Solyc08g075080.3,protein_coding,RING/U-box superfamily protein (AHRD V3.3 *** F4KD57_ARATH) && sp|Q91XF4|RN167_MOUSE E3 ubiquitin-protein ligase RNF167 OS=Mus musculus OX=10090 GN=Rnf167 PE=2 SV=1 && PF13639:Ring finger domain,-
Solyc09g065670,-0.4256184895833335,-0.3639090401785714,True,0.3639090401785714,-1.6229867607870774,-2.5370680513741846,True,4,True,0.1853448275862069,0.3729020665764116,cross_cohort_expression_replication_only,244,Solyc09g065670.3,protein_coding,Protein indeterminate-domain 12 (AHRD V3.3 *** A0A2G2X5Z0_CAPBA) && sp|O22759|IDD12_ARATH Protein indeterminate-domain 12 OS=Arabidopsis thaliana OX=3702 GN=IDD12 PE=2 SV=2 && -,-
Solyc06g072650,0.5408296130952381,0.3630777994791667,True,0.3630777994791667,0.5712677283775006,1.451380168759764,True,4,True,0.18475750577367206,0.380241100581349,cross_cohort_expression_replication_only,245,Solyc06g072650.1,protein_coding,Small auxin up-regulated RNA61 && - && PF02519:Auxin responsive protein,Auxin_inducible
Solyc12g017250,0.4254324776785714,0.2179129464285712,True,0.2179129464285712,1.3909768947889765,2.6175395836192106,True,4,True,0.18318965517241378,0.29712137652305487,cross_cohort_expression_replication_only,246,Solyc12g017250.2,protein_coding,"photosystem II 10 kDa polypeptide && sp|Q40519|PSBR_TOBAC Photosystem II 10 kDa polypeptide, chloroplastic OS=Nicotiana tabacum OX=4097 GN=PSBR PE=2 SV=1 && PF04725:Photosystem II 10 kDa polypeptide PsbR",-
Solyc03g063730,0.4466029575892856,0.2655145554315476,True,0.2655145554315476,0.561772178125584,2.5682632335054283,True,4,True,0.18244803695150116,0.28375856096201324,cross_cohort_expression_replication_only,247,Solyc03g063730.4,protein_coding,Protein DETOXIFICATION (AHRD V3.3 *** A0A191UP89_GLYSO) && sp|Q8W488|DTX21_ARATH Protein DETOXIFICATION 21 OS=Arabidopsis thaliana OX=3702 GN=DTX21 PE=1 SV=1 && PF01554:MatE,MatE
Solyc07g051820,-0.4252929687499999,-0.574311755952381,True,0.4252929687499999,-4.947684877465799,-5.030539939048729,True,4,True,0.1810344827586207,0.699429352154177,cross_cohort_expression_replication_only,248,Solyc07g051820.3,protein_coding,Cellulose synthase (AHRD V3.3 *** A0A200PYU7_9MAGN) && sp|Q339N5|CSLH1_ORYSJ Cellulose synthase-like protein H1 OS=Oryza sativa subsp. japonica OX=39947 GN=CSLH1 PE=2 SV=2 && PF03552:Cellulose synthase,-
Solyc03g121600,-0.4621698288690476,-0.1911737351190476,True,0.1911737351190476,-1.4724298811236451,-3.6833103598040027,True,4,True,0.1810344827586207,0.39776120888747313,cross_cohort_expression_replication_only,249,Solyc03g121600.4,protein_coding,Glucose-methanol-choline (GMC) oxidoreductase family protein (AHRD V3.3 *** A0A2U1MMK8_ARTAN) && sp|Q9S746|HTH_ARATH Protein HOTHEAD OS=Arabidopsis thaliana OX=3702 GN=HTH PE=1 SV=1 && PF00732:GMC oxidoreductase|PF05199:GMC oxidoreductase,-
Solyc03g115000,-0.4250837053571428,-0.2937825520833333,True,0.2937825520833333,-2.068925723818799,-2.7599436898201137,True,4,True,0.1788793103448276,0.3769087958907382,cross_cohort_expression_replication_only,250,Solyc03g115000.3,protein_coding,protein LONGIFOLIA 1-like (AHRD V3.3 *** A0A2I4EZQ4_9ROSI) && sp|Q9S823|LNG2_ARATH Protein LONGIFOLIA 2 OS=Arabidopsis thaliana OX=3702 GN=LNG2 PE=1 SV=1 && PF14383:DUF761-associated sequence motif|PF14309:Domain of unknown function (DUF4378),-
Solyc09g074630,-0.5143345424107143,-0.186796642485119,True,0.186796642485119,-3.173192887039737,-4.848915511554071,True,4,True,0.17672413793103448,0.6135634008919328,cross_cohort_expression_replication_only,251,Solyc09g074630.3,protein_coding,BTB domain-containing protein/NPH3 domain-containing protein (AHRD V3.3 *** A0A1Q3CT76_CEPFO) && sp|Q9SA69|Y1301_ARATH BTB/POZ domain-containing protein At1g03010 OS=Arabidopsis thaliana OX=3702 GN=At1g03010 PE=2 SV=1 && PF03000:NPH3 family,-
Solyc01g105050,-0.4246535528273811,-0.664306640625,True,0.4246535528273811,-3.0437364277326604,-4.663922821504125,True,4,True,0.17456896551724138,0.6684804790156884,cross_cohort_expression_replication_only,252,Solyc01g105050.3,protein_coding,"Chlorophyll a-b binding protein && sp|P27525|CB4B_SOLLC Chlorophyll a-b binding protein CP24 10B, chloroplastic OS=Solanum lycopersicum OX=4081 GN=CAP10B PE=3 SV=1 && PF00504:Chlorophyll A-B binding protein",-
Solyc12g006140,-0.4598679315476192,-0.1820242745535713,True,0.1820242745535713,-1.8071986765751005,-3.6247871426998803,True,4,True,0.17456896551724138,0.4161610555865254,cross_cohort_expression_replication_only,253,Solyc12g006140.2,protein_coding,"Cab-5 gene encoding chlorophyll a/b-binding protein && sp|P12062|CB26_PETSP Chlorophyll a-b binding protein 37, chloroplastic OS=Petunia sp. OX=4104 GN=CAB37 PE=3 SV=1 && PF00504:Chlorophyll A-B binding protein",-
Solyc05g005920,-0.4241768973214285,-0.4295363653273809,True,0.4241768973214285,-2.2589741251579603,-4.418457394127883,True,4,True,0.1724137931034483,0.5333529107270845,cross_cohort_expression_replication_only,254,Solyc05g005920.4,protein_coding,protein NRT1/ PTR FAMILY 1.2-like (AHRD V3.3 *** A0A2I4HMB7_9ROSI) && sp|Q9M817|PTR6_ARATH Protein NRT1/ PTR FAMILY 1.2 OS=Arabidopsis thaliana OX=3702 GN=NPF1.2 PE=1 SV=1 && PF00854:POT family,-
Solyc07g062670,0.5576753162202381,0.4162481398809524,True,0.4162481398809524,0.5286498909624975,4.804298304448347,True,4,True,0.17090069284064666,0.568587242175679,cross_cohort_expression_replication_only,255,Solyc07g062670.1,protein_coding,Unknown protein && - && -,-
Solyc01g066740,-0.4236886160714286,-0.450288318452381,True,0.4236886160714286,-2.7956482645115805,-2.6267127720856442,True,4,True,0.16810344827586207,0.47909283666480845,cross_cohort_expression_replication_only,256,Solyc01g066740.3,protein_coding,Transducin/WD40 repeat-like superfamily protein (AHRD V3.3 *-* A0A2U1LEC3_ARTAN) && sp|C6L7U1|LIN1_LOTJA Putative E3 ubiquitin-protein ligase LIN-1 OS=Lotus japonicus OX=34305 GN=CERBERUS PE=2 SV=2 && -,-
Solyc11g012880,-0.5070219494047621,-0.5819208054315477,True,0.5070219494047621,-0.8506017197050133,-1.227839741969833,True,4,True,0.16810344827586207,0.4494778808632635,cross_cohort_expression_replication_only,257,Solyc11g012880.2,protein_coding,EamA-like transporter family protein (AHRD V3.3 *** A0A2U1L2E6_ARTAN) && sp|Q9SFE9|GONS5_ARATH GDP-mannose transporter GONST5 OS=Arabidopsis thaliana OX=3702 GN=GONST5 PE=2 SV=1 && PF03151:Triose-phosphate Transporter family,-
Solyc07g054800,0.8856026785714286,0.404727027529762,True,0.404727027529762,0.507235563627375,1.90210469042831,True,4,True,0.16166281755196305,0.4838424285259218,cross_cohort_expression_replication_only,258,Solyc07g054800.1,protein_coding,Wound induced protein (AHRD V3.3 *** Q04129_SOLLC) && - && -,-
Solyc10g050110,-0.4230608258928571,-0.7660086495535714,True,0.4230608258928571,-5.667600427565053,-5.3940468299985325,True,4,True,0.16163793103448276,0.7524625209046747,cross_cohort_expression_replication_only,259,Solyc10g050110.1,protein_coding,Leucine-rich repeat family protein (AHRD V3.3 *** G3CHK6_PONTR) && sp|Q8W3M4|Y4744_ARATH Uncharacterized protein At4g06744 OS=Arabidopsis thaliana OX=3702 GN=At4g06744 PE=2 SV=1 && -,-
Solyc05g010700,-0.6749035063244048,-0.4563743954613095,True,0.4563743954613095,-0.5615199351857906,-1.2092367049690207,True,4,True,0.16163793103448276,0.4728363661702636,cross_cohort_expression_replication_only,260,Solyc05g010700.1,protein_coding,Unknown protein && sp|Q9C9B0|U89B1_ARATH Flavonol 3-O-glucosyltransferase UGT89B1 OS=Arabidopsis thaliana OX=3702 GN=UGT89B1 PE=1 SV=2 && -,-
Solyc03g122350,0.5268089657738096,0.1588309151785715,True,0.1588309151785715,2.6668972837440705,2.6730278533263623,True,4,True,0.15948275862068967,0.48613447678585653,cross_cohort_expression_replication_only,261,Solyc03g122350.3,protein_coding,Cytochrome P450 (AHRD V3.3 *** Q43795_TOBAC) && sp|A0A1D6F9Y9|C92C6_MAIZE Trimethyltridecatetraene synthase OS=Zea mays OX=4577 GN=CYP92C6 PE=1 SV=1 && PF00067:Cytochrome P450,p450
Solyc10g083440,-0.4662504650297619,-0.1584007626488094,True,0.1584007626488094,-0.5458789154406709,-2.928930990519108,True,4,True,0.15732758620689655,0.2970740921398423,cross_cohort_expression_replication_only,262,Solyc10g083440.3,protein_coding,Glycosyltransferase (AHRD V3.11 *** tr_A0A2G3BGM7_A0A2G3BGM7_CAPCH) && sp|Q43641|UFOG_SOLME Anthocyanidin 3-O-glucosyltransferase OS=Solanum melongena OX=4111 GN=GT PE=2 SV=1 && PF00201:UDP-glucoronosyl and UDP-glucosyl transferase,UDPGT
Solyc07g007550,-0.4223749069940478,-0.2091587611607142,True,0.2091587611607142,-1.520265168011813,-2.198679551700908,True,4,True,0.15732758620689655,0.2779189396352632,cross_cohort_expression_replication_only,263,Solyc07g007550.3,protein_coding,"Heparanase-like protein 3 (AHRD V3.3 *** A0A2G2WBB8_CAPBA) && sp|Q9FZP1|HPSE3_ARATH Heparanase-like protein 3 OS=Arabidopsis thaliana OX=3702 GN=At5g34940 PE=2 SV=2 && PF03662:Glycosyl hydrolase family 79, N-terminal domain",-
Solyc01g079240,-0.58251953125,-0.1984514508928571,True,0.1984514508928571,-0.45168761392498613,-2.817372779966017,True,4,True,0.15704387990762125,0.39594200445966393,cross_cohort_expression_replication_only,264,Solyc01g079240.3,protein_coding,Long chain acyl-CoA synthetase 1 (AHRD V3.3 *** A0A2G3AKT2_CAPAN) && sp|O22898|LACS1_ARATH Long chain acyl-CoA synthetase 1 OS=Arabidopsis thaliana OX=3702 GN=LACS1 PE=2 SV=1 && PF00501:AMP-binding enzyme,AMP-binding
Solyc02g014430,0.4222877139136905,0.3246605282738096,True,0.3246605282738096,2.8438170333688113,4.595935961706294,True,4,True,0.15517241379310345,0.5174628693159193,cross_cohort_expression_replication_only,265,Solyc02g014430.3,protein_coding,Equilibrative nucleotide transporter like (AHRD V3.3 *** A0A2R6QTM2_ACTCH) && sp|Q9M0Y3|ENT3_ARATH Equilibrative nucleotide transporter 3 OS=Arabidopsis thaliana OX=3702 GN=ENT3 PE=1 SV=1 && PF01733:Nucleoside transporter,-
Solyc10g054900,-0.7546851748511905,-0.708158947172619,True,0.708158947172619,-0.44014413686758047,-1.3528673708505927,True,4,True,0.15473441108545036,0.5602353269092936,cross_cohort_expression_replication_only,266,Solyc10g054900.2,protein_coding,Proline-rich protein (AHRD V3.3 *** Q9M6T7_NICGL) && - && PF01190:Pollen proteins Ole e I like,-
Solyc12g017530,0.4520786830357142,0.1543666294642859,True,0.1543666294642859,1.6975784565383911,4.064215592634017,True,4,True,0.15301724137931033,0.41958544039181334,cross_cohort_expression_replication_only,267,Solyc12g017530.1,protein_coding,Unknown protein && - && -,-
Solyc11g010690,-0.4220842633928572,-0.19873046875,True,0.19873046875,-2.9521464733804645,-2.836410951764733,True,4,True,0.15086206896551724,0.3890384845106315,cross_cohort_expression_replication_only,268,Solyc11g010690.3,protein_coding,Nucleobase-ascorbate transporter 11 (AHRD V3.3 *-* A0A2G2Y5P1_CAPAN) && sp|Q6SZ87|NAT11_ARATH Nucleobase-ascorbate transporter 11 OS=Arabidopsis thaliana OX=3702 GN=NAT11 PE=2 SV=1 && PF00860:Permease family,-
Solyc03g116510,0.4512765066964285,0.152582077752976,True,0.152582077752976,1.3842013908794848,2.9349518216143977,True,4,True,0.15086206896551724,0.3331819403519949,cross_cohort_expression_replication_only,269,Solyc03g116510.1,protein_coding,DUF761 domain-containing protein (AHRD V3.3 *** A0A1Q3BDS4_CEPFO) && - && -,-
Solyc03g118060,0.4217471168154762,0.3779994419642857,True,0.3779994419642857,2.724266878690722,4.94912342257901,True,4,True,0.14870689655172414,0.5460948076769929,cross_cohort_expression_replication_only,270,Solyc03g118060.3,protein_coding,NFU1 iron-sulfur cluster protein (AHRD V3.3 *** AT5G07330.1) && - && -,-
Solyc03g120290,-0.4852353050595238,-0.3336704799107144,True,0.3336704799107144,-0.43378707082479784,-1.190586660002251,True,4,True,0.14780600461893764,0.2993437425340447,cross_cohort_expression_replication_only,271,Solyc03g120290.3,protein_coding,To encode a PR protein && - && -,-
Solyc11g008720,0.4217006138392857,0.3188534691220238,True,0.3188534691220238,3.348959410201991,5.609049462533541,True,4,True,0.14655172413793102,0.5676129350163255,cross_cohort_expression_replication_only,272,Solyc11g008720.3,protein_coding,Beta-glucosidase (AHRD V3.3 *** A0A2G2VEH4_CAPBA) && sp|Q9FIW4|BGL42_ARATH Beta-glucosidase 42 OS=Arabidopsis thaliana OX=3702 GN=BGLU42 PE=2 SV=1 && PF00232:Glycosyl hydrolase family 1,Glyco_hydro_1
Solyc09g011590,0.5085914248511905,0.1936616443452381,True,0.1936616443452381,0.4145807774836255,1.4948419120888734,True,4,True,0.14318706697459585,0.2847191805367524,cross_cohort_expression_replication_only,273,Solyc09g011590.4,protein_coding,"Glutathione S-transferase-like protein (AHRD V3.3 *** A8DUB0_SOLLC) && sp|P32111|GSTX1_SOLTU Probable glutathione S-transferase OS=Solanum tuberosum OX=4113 GN=PRP1 PE=2 SV=1 && PF02798:Glutathione S-transferase, N-terminal domain|PF00043:Glutathione S-transferase, C-terminal domain",GST_N
Solyc04g015390,-0.4921758742559524,-0.1450776599702381,True,0.1450776599702381,-1.0580528381865952,-2.0696300765053826,True,4,True,0.1400862068965517,0.30912414390379866,cross_cohort_expression_replication_only,274,Solyc04g015390.2,protein_coding,GDSL esterase/lipase (AHRD V3.3 *** AT1G11320.1) && - && -,-
Solyc12g094640,-0.4572870163690476,-0.551397414434524,True,0.4572870163690476,-2.3460618833760916,-1.0505670010013923,True,4,True,0.13577586206896552,0.4764722863741339,cross_cohort_expression_replication_only,275,Solyc12g094640.4,protein_coding,"Glyceraldehyde-3-phosphate dehydrogenase (AHRD V3.11 *** tr_A0A2G2YA75_A0A2G2YA75_CAPAN) && sp|P12859|G3PB_PEA Glyceraldehyde-3-phosphate dehydrogenase B, chloroplastic OS=Pisum sativum OX=3888 GN=GAPB PE=1 SV=2 && PF00044:Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain|PF02800:Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain",-
